id,fold,sample,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,low_education_ind,clm,numclaims,claimcst0,expected_loss
1,2,1|bld,5.800000000000001,0.362190934,suv,2,f,b,1,hybrid,161,73.0,black,m,0,weekday,12pm - 6pm,6,646.516468959908,0.0,1,1,2023.198184,5585.9989692618865
11706,2,1|bld,2.25,0.210837399,suv,1,m,a,4,petrol,107,71.0,blue,s,1,weekday,12pm - 6pm,12,647.3913877165145,0.0,0,0,0.0,0.0
11707,1,1|bld,6.680000000000001,0.161341604,sedan,3,m,b,4,dissel,117,94.0,white,s,0,weekend,6am - 12pm,6,646.2630991966623,0.0,0,0,0.0,0.0
11708,4,2|val,4.15,0.874265737,stnwg,3,m,b,4,petrol,120,56.0,black,m,1,weekday,12pm - 6pm,12,647.3585631866107,0.0,0,0,0.0,0.0
11709,4,2|val,4.45,0.626899578,stnwg,1,m,c,2,dissel,157,67.0,black,m,1,weekday,12pm - 6pm,12,647.4369410860614,0.0,0,0,0.0,0.0
11710,3,1|bld,6.930000000000001,0.030815553,stnwg,4,f,b,3,petrol,175,74.0,black,m,1,weekday,6am - 12pm,6,652.5261739290642,0.0,0,0,0.0,0.0
11711,2,1|bld,6.62,0.884664111,suv,4,m,b,6,electric,187,67.0,white,m,0,weekday,12pm - 6pm,12,663.6956085764957,1.0,0,0,0.0,0.0
11712,1,1|bld,2.08,0.243612663,stnwg,1,f,a,3,dissel,146,99.0,black,m,1,weekday,12pm - 6pm,12,644.0913605277201,0.0,0,0,0.0,0.0
11713,2,1|bld,5.800000000000001,0.395953867,stnwg,4,f,b,4,dissel,157,107.0,gray,m,0,weekday,12pm - 6pm,12,641.4201643392447,0.0,0,0,0.0,0.0
11714,1,1|bld,6.33,0.282581924,sedan,2,m,a,1,dissel,153,85.0,yellow,m,1,weekday,12pm - 6pm,6,642.8850374411987,0.0,0,0,0.0,0.0
11715,3,1|bld,5.71,0.749860431,stnwg,4,f,e,5,electric,100,90.0,black,s,1,weekend,12am - 6 am,12,683.6340473074575,0.0,0,0,0.0,0.0
11716,2,1|bld,6.73,0.277384089,suv,4,m,f,5,electric,197,85.0,blue,s,1,weekend,6am - 12pm,12,653.5049980551782,0.0,0,0,0.0,0.0
11717,2,1|bld,6.17,0.078239071,stnwg,4,f,b,5,petrol,147,111.0,white,m,1,weekday,12pm - 6pm,6,645.7783806536407,0.0,0,0,0.0,0.0
11718,1,1|bld,5.57,0.550437853,stnwg,4,f,a,2,petrol,117,87.0,yellow,s,1,weekday,6pm - 12am,12,662.7187241565944,0.0,0,0,0.0,0.0
11719,2,1|bld,7.19,0.1144914185,sedan,4,f,a,5,electric,78,60.0,gray,m,1,weekend,6am - 12pm,6,657.3315184428284,0.0,0,0,0.0,0.0
11720,1,1|bld,6.180000000000001,0.269080284,truck,3,f,b,6,dissel,239,66.0,white,s,1,weekday,12pm - 6pm,12,644.4831732723651,0.0,0,0,0.0,0.0
11721,1,1|bld,5.65,0.692105394,stnwg,3,m,c,4,petrol,151,104.0,white,s,0,weekday,6am - 12pm,12,687.2486648134924,0.0,0,0,0.0,0.0
11722,4,2|val,6.73,0.293724851,sedan,3,m,b,5,petrol,104,87.0,gray,s,0,weekday,12am - 6 am,12,641.8928482199606,0.0,0,0,0.0,0.0
11723,3,1|bld,6.680000000000001,0.26772993,sedan,4,f,c,1,dissel,72,79.0,black,s,1,weekday,6am - 12pm,12,646.3480117341159,0.0,0,0,0.0,0.0
11724,3,1|bld,6.3100000000000005,0.404418801,stnwg,4,f,b,5,dissel,142,55.0,silver,s,1,weekday,12pm - 6pm,12,655.5668798375463,0.0,0,0,0.0,0.0
11725,4,2|val,6.3100000000000005,0.246188454,sedan,2,f,c,6,petrol,78,57.0,gray,m,0,weekday,6am - 12pm,12,649.1787608243473,0.0,0,0,0.0,0.0
11726,4,2|val,6.7,0.283195907,sedan,3,m,c,1,petrol,137,89.0,black,s,0,weekend,6am - 12pm,12,664.7223351652029,0.0,0,0,0.0,0.0
11727,3,1|bld,6.09,0.742417409,suv,3,m,b,3,petrol,177,92.0,white,m,1,weekend,6am - 12pm,12,644.976502791093,0.0,0,0,0.0,0.0
11728,2,1|bld,5.880000000000001,0.250100658,suv,3,m,b,5,petrol,105,96.0,white,m,1,weekday,12pm - 6pm,12,643.8676793571557,0.0,0,0,0.0,0.0
11729,4,2|val,6.82,0.093294482,sedan,4,m,c,3,electric,108,71.0,black,s,1,weekend,12pm - 6pm,12,669.0019608543107,0.0,0,0,0.0,0.0
11730,3,1|bld,6.48,0.235350966,stnwg,3,m,a,1,dissel,151,91.0,blue,s,1,weekday,12pm - 6pm,12,633.9840188883015,0.0,0,0,0.0,0.0
11731,3,1|bld,5.9,0.720381719,sedan,2,m,d,2,petrol,125,83.0,white,m,1,weekday,12pm - 6pm,12,644.9602236505245,0.0,0,0,0.0,0.0
11732,2,1|bld,5.800000000000001,0.662801835,suv,2,m,c,3,electric,142,84.0,gray,m,0,weekday,12pm - 6pm,12,650.4822688893591,0.0,0,0,0.0,0.0
11733,3,1|bld,6.180000000000001,0.092001596,coupe,3,f,c,1,petrol,261,60.0,gray,s,0,weekday,6am - 12pm,12,656.6532228948244,0.0,0,0,0.0,0.0
11734,3,1|bld,5.59,0.1991910985,sedan,2,m,b,3,dissel,149,55.0,black,m,0,weekday,6am - 12pm,6,656.5748443006008,0.0,0,0,0.0,0.0
11735,3,1|bld,5.210000000000001,0.4371279725,panvn,2,f,c,4,dissel,120,81.0,yellow,m,1,weekend,6am - 12pm,6,637.9969113563646,0.0,0,0,0.0,0.0
11736,4,2|val,6.46,0.219106726,sedan,3,m,a,4,petrol,94,88.0,black,s,0,weekday,6am - 12pm,12,646.735189811192,0.0,0,0,0.0,0.0
11737,4,2|val,6.83,0.326263636,sedan,3,m,b,1,petrol,93,57.0,gray,s,1,weekday,12pm - 6pm,6,653.3545472891861,0.0,0,0,0.0,0.0
11738,1,1|bld,4.710000000000001,0.969214636,stnwg,3,m,e,3,dissel,142,98.0,silver,s,0,weekday,6am - 12pm,12,645.1831861231182,1.0,0,0,0.0,0.0
11739,1,1|bld,4.34,0.906380096,stnwg,3,f,c,1,dissel,123,56.0,white,m,1,weekend,6pm - 12am,12,655.5244098920482,1.0,0,0,0.0,0.0
11740,2,1|bld,5.66,0.307359115,sedan,1,f,c,3,petrol,73,82.0,black,s,1,weekday,6am - 12pm,12,666.3969465247782,0.0,0,0,0.0,0.0
11741,1,1|bld,4.2,0.064108126,suv,1,m,b,5,electric,183,117.0,black,m,1,weekday,6am - 12pm,12,641.3796706434771,0.0,0,0,0.0,0.0
11742,2,1|bld,4.62,0.231448904,stnwg,3,m,c,3,electric,162,91.0,black,m,1,weekend,6am - 12pm,12,641.0070154271297,0.0,0,0,0.0,0.0
11743,1,1|bld,5.07,0.404445198,suv,1,f,a,2,hybrid,126,71.0,black,m,1,weekend,12pm - 6pm,12,637.4153205303645,0.0,0,0,0.0,0.0
11744,3,1|bld,6.3500000000000005,0.150689619,stnwg,3,m,a,2,petrol,184,103.0,white,m,0,weekend,12pm - 6pm,6,646.6925353358207,0.0,0,0,0.0,0.0
11745,3,1|bld,6.0,0.277544603,sedan,1,f,c,4,petrol,144,62.0,gray,m,0,weekday,12pm - 6pm,12,645.4767486293175,0.0,0,0,0.0,0.0
11746,2,1|bld,3.62,0.405332564,stnwg,1,m,a,5,electric,108,76.0,gray,s,1,weekday,6pm - 12am,12,646.3353708265738,0.0,0,0,0.0,0.0
11747,1,1|bld,3.5700000000000003,0.41545821,stnwg,2,m,d,5,dissel,177,66.0,black,m,1,weekday,6am - 12pm,12,668.1491762905881,0.0,0,0,0.0,0.0
11748,3,1|bld,6.5200000000000005,0.141775621,suv,3,m,b,4,petrol,180,81.0,brown,m,1,weekday,12pm - 6pm,12,640.6264444816484,0.0,0,0,0.0,0.0
11749,3,1|bld,6.470000000000001,0.20876804,suv,3,m,c,1,petrol,188,71.0,red,m,1,weekday,12pm - 6pm,12,652.7347234794851,0.0,0,0,0.0,0.0
11750,3,1|bld,5.98,0.4404263575,truck,4,f,c,1,petrol,333,58.0,black,m,0,weekday,12pm - 6pm,6,643.1011382748851,0.0,0,0,0.0,0.0
11751,3,1|bld,5.890000000000001,0.517462944,stnwg,4,f,b,3,dissel,137,68.0,blue,m,1,weekday,6am - 12pm,12,654.2175960279853,0.0,0,0,0.0,0.0
11752,1,1|bld,6.54,0.271057247,ute,4,f,b,6,petrol,216,74.0,blue,s,0,weekday,6am - 12pm,6,646.7598105329115,0.0,0,0,0.0,0.0
11753,2,1|bld,6.470000000000001,0.47588255,suv,3,m,a,4,petrol,111,76.0,black,m,0,weekday,12pm - 6pm,12,639.9750925404066,0.0,0,0,0.0,0.0
11754,2,1|bld,5.73,0.356040913,suv,2,f,c,1,petrol,163,97.0,black,s,1,weekday,6pm - 12am,6,643.198921842307,0.0,0,0,0.0,0.0
11755,3,1|bld,6.46,0.521157968,suv,3,f,c,6,electric,151,108.0,gray,m,1,weekday,6pm - 12am,12,671.774227597347,0.0,0,0,0.0,0.0
11756,1,1|bld,6.0200000000000005,0.120608795,ute,2,m,d,4,petrol,282,79.0,gray,m,1,weekday,6am - 12pm,12,653.5944672748884,0.0,0,0,0.0,0.0
11757,1,1|bld,6.37,0.0925751205,suv,2,m,c,2,petrol,164,58.0,blue,s,1,weekday,6am - 12pm,6,655.3749907474341,0.0,0,0,0.0,0.0
11758,4,2|val,6.550000000000001,0.304388544,suv,3,m,c,4,petrol,182,55.0,yellow,s,0,weekday,6am - 12pm,12,644.9929498147068,0.0,0,0,0.0,0.0
11759,3,1|bld,5.99,0.692973416,sedan,1,f,a,3,hybrid,141,87.0,blue,m,1,weekday,12pm - 6pm,12,644.6356321784436,0.0,0,0,0.0,0.0
11760,1,1|bld,6.050000000000001,0.364907004,sedan,2,m,b,4,petrol,155,68.0,blue,m,0,weekday,6am - 12pm,12,648.3294639562088,0.0,0,0,0.0,0.0
11761,2,1|bld,7.180000000000001,0.649508109,suv,4,f,e,5,electric,110,59.0,black,m,0,weekend,6am - 12pm,12,647.8016188842763,0.0,0,0,0.0,0.0
11762,2,1|bld,6.050000000000001,0.871915513,stnwg,4,m,b,4,petrol,136,93.0,brown,s,1,weekday,6am - 12pm,12,645.5180116836004,0.0,0,0,0.0,0.0
11763,3,1|bld,6.430000000000001,0.049144536,sedan,2,m,c,2,hybrid,77,55.0,brown,m,1,weekday,12pm - 6pm,6,641.8627354048746,0.0,0,0,0.0,0.0
11764,3,1|bld,6.930000000000001,0.499661247,panvn,4,f,c,2,dissel,71,97.0,green,s,0,weekday,12pm - 6pm,6,687.2486648134924,1.0,0,0,0.0,0.0
11765,2,1|bld,6.42,0.727027499,stnwg,4,m,d,4,petrol,185,86.0,white,m,0,weekday,6am - 12pm,12,663.9376577688122,0.0,0,0,0.0,0.0
11766,4,2|val,5.32,0.555295333,ute,3,f,f,2,hybrid,189,89.0,black,s,1,weekend,12pm - 6pm,12,640.4464898993672,0.0,0,0,0.0,0.0
11767,2,1|bld,6.24,0.1274679145,hdtop,4,f,c,5,petrol,211,95.0,black,m,1,weekend,12pm - 6pm,6,642.824025156203,0.0,0,0,0.0,0.0
11768,1,1|bld,6.3100000000000005,0.753741704,suv,3,m,c,6,hybrid,173,63.0,black,s,0,weekday,6am - 12pm,12,669.8246808861317,0.0,0,0,0.0,0.0
11769,3,1|bld,6.5,0.728948046,stnwg,3,f,e,3,petrol,172,55.0,brown,s,0,weekday,12pm - 6pm,12,643.6053471690994,0.0,0,0,0.0,0.0
11770,2,1|bld,6.59,0.3370438415,hdtop,4,f,c,3,petrol,278,83.0,yellow,s,1,weekday,6am - 12pm,6,644.7042909118223,0.0,0,0,0.0,0.0
11771,2,1|bld,6.25,0.72818816,truck,3,f,e,4,petrol,333,55.0,gray,m,0,weekday,6am - 12pm,12,643.9279655622965,0.0,0,0,0.0,0.0
11772,2,1|bld,4.6,0.644846634,stnwg,2,m,c,2,petrol,181,89.0,silver,m,0,weekday,6am - 12pm,12,646.6421788965827,0.0,0,0,0.0,0.0
11773,1,1|bld,4.960000000000001,0.47644583,stnwg,2,m,a,2,petrol,191,88.0,blue,m,1,weekday,6am - 12pm,12,646.6151044013552,0.0,0,0,0.0,0.0
11774,2,1|bld,6.34,0.718190949,sedan,2,f,c,4,petrol,122,64.0,silver,m,1,weekday,12pm - 6pm,12,639.5241353418411,0.0,0,0,0.0,0.0
11775,1,1|bld,5.82,0.991187815,hdtop,3,m,c,2,petrol,254,60.0,brown,m,1,weekday,6am - 12pm,12,640.0155786876786,1.0,0,0,0.0,0.0
11776,4,2|val,4.65,0.877070774,suv,1,m,c,3,dissel,186,101.0,white,s,1,weekday,6pm - 12am,12,652.3140183914236,0.0,0,0,0.0,0.0
11777,4,2|val,6.28,0.949345445,sedan,2,m,b,4,petrol,130,70.0,yellow,m,1,weekday,6am - 12pm,12,640.6681088640529,1.0,0,0,0.0,0.0
11778,3,1|bld,5.8500000000000005,0.78930605,stnwg,4,f,b,5,dissel,144,79.0,brown,s,1,weekday,12pm - 6pm,12,664.893792497626,0.0,0,0,0.0,0.0
11779,1,1|bld,6.050000000000001,0.290523755,sedan,2,f,c,5,electric,140,78.0,gray,m,1,weekday,12pm - 6pm,12,653.2983008024119,0.0,0,0,0.0,0.0
11780,2,1|bld,2.390000000000001,0.727318959,stnwg,1,m,c,2,dissel,157,60.0,white,s,1,weekday,6am - 12pm,12,644.5919045386255,0.0,0,0,0.0,0.0
11781,1,1|bld,6.5600000000000005,0.261597638,suv,3,f,f,4,electric,146,68.0,black,s,0,weekday,6am - 12pm,12,643.9592647714599,0.0,0,0,0.0,0.0
11782,3,1|bld,5.45,0.114704653,suv,2,m,c,1,petrol,138,85.0,gray,m,1,weekday,6am - 12pm,12,649.2736870630202,0.0,0,0,0.0,0.0
11783,3,1|bld,4.23,0.889140238,stnwg,3,m,a,6,petrol,150,83.0,black,m,0,weekend,6am - 12pm,12,640.6176449292038,1.0,0,0,0.0,0.0
11784,2,1|bld,4.720000000000001,0.127361561,stnwg,3,m,b,4,petrol,104,83.0,white,s,1,weekday,12pm - 6pm,6,645.5421098528867,0.0,0,0,0.0,0.0
11785,3,1|bld,3.790000000000001,0.192417511,ute,1,m,f,2,dissel,179,66.0,red,m,1,weekend,6pm - 12am,12,654.0413389054604,0.0,0,0,0.0,0.0
11786,2,1|bld,5.8100000000000005,0.81672991,coupe,4,f,b,4,hybrid,226,122.0,silver,s,1,weekday,6am - 12pm,12,642.7641753925898,0.0,0,0,0.0,0.0
11787,2,1|bld,6.03,0.841457388,suv,3,m,c,5,petrol,144,90.0,black,s,0,weekend,6pm - 12am,12,640.4799117180361,0.0,0,0,0.0,0.0
11788,2,1|bld,4.78,0.244038675,suv,2,m,a,4,petrol,167,70.0,white,m,1,weekday,12pm - 6pm,12,645.8533119938716,0.0,0,0,0.0,0.0
11789,3,1|bld,6.95,0.501700689,sedan,4,m,a,4,petrol,103,55.0,gray,s,0,weekday,12pm - 6pm,12,649.6479495684418,0.0,0,0,0.0,0.0
11790,1,1|bld,7.050000000000001,0.468837964,stnwg,4,m,b,4,petrol,161,75.0,gray,m,0,weekend,6am - 12pm,12,667.6914171249009,0.0,0,0,0.0,0.0
11791,1,1|bld,6.84,0.442111766,sedan,3,m,c,4,petrol,109,83.0,gray,m,0,weekday,6pm - 12am,12,671.5071907696608,0.0,0,0,0.0,0.0
11792,3,1|bld,6.680000000000001,0.948503109,sedan,4,f,f,3,petrol,139,79.0,yellow,s,1,weekday,12pm - 6pm,12,651.4246958325,1.0,0,0,0.0,0.0
11793,2,1|bld,5.07,0.226898024,stnwg,3,f,b,2,dissel,112,92.0,black,s,1,weekday,12pm - 6pm,12,644.6409780574513,0.0,0,0,0.0,0.0
11794,1,1|bld,5.95,0.826225037,sedan,1,m,c,3,hybrid,130,68.0,gray,m,1,weekday,6am - 12pm,12,640.6414329674243,0.0,0,0,0.0,0.0
11795,1,1|bld,6.09,0.216474122,stnwg,3,m,d,2,petrol,176,66.0,black,m,0,weekday,12pm - 6pm,12,687.2486648134924,0.0,0,0,0.0,0.0
11796,1,1|bld,6.33,0.431825437,ute,4,f,d,2,petrol,182,92.0,white,s,1,weekend,12am - 6 am,6,644.6763154320947,1.0,0,0,0.0,0.0
11797,1,1|bld,6.79,0.3960627125,suv,4,f,c,4,petrol,165,61.0,black,s,1,weekday,6am - 12pm,6,633.9840188883015,0.0,0,0,0.0,0.0
11798,3,1|bld,5.58,0.124375643,sedan,1,f,a,2,hybrid,151,81.0,white,s,1,weekday,6am - 12pm,12,641.9021028863184,0.0,0,0,0.0,0.0
11799,2,1|bld,5.680000000000001,0.22869924,stnwg,4,m,b,5,petrol,155,97.0,red,m,1,weekday,6am - 12pm,12,647.4020479400676,0.0,0,0,0.0,0.0
11800,1,1|bld,6.3100000000000005,0.275278767,stnwg,4,m,b,4,petrol,173,70.0,black,s,0,weekend,12pm - 6pm,12,655.4158067560622,0.0,0,0,0.0,0.0
11801,3,1|bld,5.23,0.161150323,suv,1,m,c,6,petrol,171,69.0,white,m,1,weekday,6am - 12pm,12,661.684273614264,0.0,0,0,0.0,0.0
11802,2,1|bld,5.680000000000001,0.337959707,stnwg,4,f,f,3,hybrid,176,85.0,red,s,0,weekday,12pm - 6pm,12,651.470212364576,0.0,0,0,0.0,0.0
11803,4,2|val,5.41,0.462498666,ute,3,f,a,4,dissel,219,71.0,black,m,0,weekday,12pm - 6pm,12,636.3056772862401,0.0,0,0,0.0,0.0
11804,4,2|val,6.87,0.334062389,sedan,4,f,a,4,petrol,98,67.0,gray,s,1,weekend,12pm - 6pm,12,656.0616755473741,0.0,0,0,0.0,0.0
11805,4,2|val,6.3500000000000005,0.994032126,stnwg,4,f,b,5,dissel,151,85.0,gray,s,0,weekday,6am - 12pm,12,652.6690973576974,1.0,0,0,0.0,0.0
11806,2,1|bld,5.58,0.0532534865,stnwg,3,m,e,4,petrol,168,104.0,black,s,1,weekday,12pm - 6pm,6,654.1978300308965,0.0,0,0,0.0,0.0
11807,4,2|val,6.21,0.187177469,sedan,1,m,b,6,petrol,152,77.0,blue,s,1,weekday,12pm - 6pm,12,656.5074693506307,0.0,0,0,0.0,0.0
11808,3,1|bld,6.300000000000001,0.287512027,sedan,3,m,b,5,petrol,127,78.0,gray,s,0,weekday,6am - 12pm,12,646.381342223606,0.0,0,0,0.0,0.0
11809,1,1|bld,5.79,0.105546685,suv,3,m,a,2,petrol,124,80.0,white,s,0,weekday,6pm - 12am,12,648.2920441751261,0.0,0,0,0.0,0.0
11810,3,1|bld,6.5,0.792782982,sedan,4,m,b,2,petrol,133,94.0,gray,m,0,weekday,6am - 12pm,12,645.1124543177084,0.0,0,0,0.0,0.0
11811,4,2|val,7.0200000000000005,0.384714987,sedan,4,f,b,2,petrol,71,86.0,black,m,0,weekday,12pm - 6pm,12,661.6891955149115,0.0,0,0,0.0,0.0
11812,1,1|bld,5.8100000000000005,0.154308712,ute,4,f,d,3,dissel,191,71.0,black,m,0,weekday,12pm - 6pm,6,660.7114093918701,0.0,0,0,0.0,0.0
11813,3,1|bld,6.050000000000001,0.026696275255,stnwg,4,f,a,2,petrol,107,72.0,white,s,1,weekday,12pm - 6pm,12,641.6827214063202,0.0,0,0,0.0,0.0
11814,1,1|bld,5.4,0.172259575,sedan,2,m,a,2,petrol,125,55.0,red,s,1,weekend,12pm - 6pm,12,648.6296340122824,0.0,0,0,0.0,0.0
11815,3,1|bld,6.17,0.223466237,sedan,2,m,b,2,petrol,143,105.0,white,m,1,weekday,12pm - 6pm,12,642.6625523640979,0.0,0,0,0.0,0.0
11816,4,2|val,6.03,0.275142952,sedan,2,m,d,6,electric,129,72.0,yellow,s,1,weekday,12pm - 6pm,12,644.572858183496,0.0,0,0,0.0,0.0
11817,1,1|bld,5.96,0.776189076,sedan,2,m,c,6,electric,124,97.0,silver,s,0,weekday,6am - 12pm,12,642.5533951229735,0.0,0,0,0.0,0.0
11818,2,1|bld,6.180000000000001,0.42195879,sedan,1,m,e,4,petrol,124,80.0,black,m,1,weekday,6am - 12pm,12,641.7510819336559,0.0,0,0,0.0,0.0
11819,1,1|bld,5.890000000000001,0.535354549,suv,3,f,c,2,dissel,183,58.0,silver,m,1,weekday,12pm - 6pm,12,655.3213630532505,0.0,0,0,0.0,0.0
11820,4,2|val,5.15,0.392844782,stnwg,3,f,a,5,dissel,184,83.0,white,m,0,weekday,6am - 12pm,12,666.7901222666318,0.0,0,0,0.0,0.0
11821,4,2|val,4.800000000000001,0.263710321,stnwg,1,f,d,3,petrol,176,71.0,white,s,0,weekday,12am - 6 am,12,646.1965966311712,0.0,0,0,0.0,0.0
11822,4,2|val,6.83,0.417590162,panvn,4,f,c,5,dissel,115,93.0,gray,m,0,weekday,12pm - 6pm,12,670.9982780921758,0.0,0,0,0.0,0.0
11823,2,1|bld,6.41,0.071042311,sedan,4,m,a,4,petrol,141,71.0,black,m,0,weekday,6am - 12pm,12,641.6098060222166,0.0,0,0,0.0,0.0
11824,2,1|bld,6.2700000000000005,0.519368754,stnwg,3,m,b,3,dissel,159,95.0,black,s,1,weekday,6pm - 12am,12,646.404999540281,0.0,0,0,0.0,0.0
11825,3,1|bld,6.84,0.746083698,sedan,4,m,d,4,petrol,93,67.0,white,s,0,weekday,6am - 12pm,12,649.6474591736495,0.0,0,0,0.0,0.0
11826,2,1|bld,6.54,0.169360805,suv,3,m,b,5,petrol,133,81.0,blue,m,1,weekday,6am - 12pm,12,656.6148284609616,0.0,0,0,0.0,0.0
11827,4,2|val,7.2,0.521500718,sedan,4,m,a,4,electric,110,80.0,red,s,0,weekday,12pm - 6pm,12,642.9211703441546,0.0,0,0,0.0,0.0
11828,3,1|bld,3.5,0.064337723,stnwg,2,f,c,3,electric,114,74.0,white,m,0,weekend,6am - 12pm,12,639.8468048772152,0.0,0,0,0.0,0.0
11829,3,1|bld,5.87,0.886566072,sedan,2,m,d,5,hybrid,98,76.0,white,m,1,weekday,6am - 12pm,12,646.7712809919072,1.0,0,0,0.0,0.0
11830,4,2|val,6.46,0.305110296,stnwg,4,f,e,6,petrol,130,101.0,black,m,1,weekday,6pm - 12am,6,649.872783687758,0.0,0,0,0.0,0.0
11831,3,1|bld,5.94,0.330960807,stnwg,4,f,d,3,petrol,166,98.0,blue,m,0,weekday,12am - 6 am,12,663.5795597834957,0.0,0,0,0.0,0.0
11832,1,1|bld,6.53,0.720639362,suv,4,f,c,3,dissel,117,88.0,white,s,0,weekday,12pm - 6pm,12,643.054774377284,0.0,0,0,0.0,0.0
11833,3,1|bld,5.550000000000001,0.751499428,panvn,3,m,c,1,dissel,94,61.0,green,m,0,weekday,12pm - 6pm,12,643.7425802723475,0.0,0,0,0.0,0.0
11834,4,2|val,6.98,0.983067386,suv,4,f,a,3,hybrid,112,75.0,silver,s,1,weekday,6am - 12pm,12,640.8612150922021,1.0,0,0,0.0,0.0
11835,3,1|bld,6.800000000000001,0.636641307,suv,4,m,c,6,petrol,160,80.0,white,s,1,weekday,12pm - 6pm,12,641.1639990657472,0.0,0,0,0.0,0.0
11836,3,1|bld,6.23,0.305273011,sedan,2,f,a,5,petrol,84,55.0,black,s,1,weekday,12pm - 6pm,12,639.3333173546088,0.0,0,0,0.0,0.0
11837,3,1|bld,6.2,0.0845944845,mcara,4,m,c,2,dissel,135,72.0,blue,s,1,weekday,12pm - 6pm,6,644.101011859432,0.0,0,0,0.0,0.0
11838,3,1|bld,6.57,0.124270216,suv,3,f,a,6,hybrid,102,77.0,green,s,1,weekday,12pm - 6pm,12,653.2868228947691,0.0,0,0,0.0,0.0
11839,3,1|bld,6.7700000000000005,0.347739911,panvn,4,f,b,1,petrol,71,95.0,gray,m,1,weekday,12pm - 6pm,6,644.7252890402461,0.0,0,0,0.0,0.0
11840,2,1|bld,5.9,0.274285368,suv,2,m,c,3,hybrid,136,77.0,blue,s,1,weekday,6am - 12pm,6,640.6564936489644,0.0,0,0,0.0,0.0
11841,3,1|bld,6.3500000000000005,0.419810502,stnwg,3,m,d,5,dissel,128,64.0,black,m,1,weekday,12pm - 6pm,12,642.8334908780803,0.0,0,0,0.0,0.0
11842,2,1|bld,5.12,0.954294538,suv,2,m,a,5,dissel,171,55.0,gray,m,1,weekday,6am - 12pm,12,661.3247902298922,1.0,0,0,0.0,0.0
11843,2,1|bld,6.11,0.443493822,sedan,1,m,b,5,petrol,107,77.0,yellow,s,1,weekday,12am - 6 am,6,643.6068005765401,0.0,0,0,0.0,0.0
11844,2,1|bld,5.0,0.28964373,suv,1,f,e,4,petrol,152,111.0,red,s,0,weekday,12pm - 6pm,12,644.1830346657291,0.0,0,0,0.0,0.0
11845,3,1|bld,3.0,0.38001781,stnwg,1,f,e,3,dissel,129,80.0,silver,s,1,weekday,6am - 12pm,12,644.7423088357963,0.0,0,0,0.0,0.0
11846,1,1|bld,6.890000000000001,0.160008783,sedan,4,f,a,6,petrol,101,83.0,black,s,0,weekday,12pm - 6pm,12,657.4028287979131,0.0,0,0,0.0,0.0
11847,4,2|val,6.76,0.915370834,suv,4,m,c,4,hybrid,188,62.0,black,s,1,weekday,12pm - 6pm,12,651.1579954497469,1.0,0,0,0.0,0.0
11848,1,1|bld,4.140000000000001,0.058602182,truck,2,m,e,2,dissel,285,114.0,brown,s,1,weekend,6am - 12pm,6,648.5353932887083,0.0,0,0,0.0,0.0
11849,4,2|val,6.25,0.999316335,sedan,2,f,c,4,petrol,100,91.0,silver,m,1,weekday,12pm - 6pm,12,638.5255678734529,1.0,0,0,0.0,0.0
11850,1,1|bld,4.470000000000001,0.331884925,sedan,2,m,b,4,hybrid,148,76.0,gray,m,1,weekday,6am - 12pm,6,643.3897197998249,0.0,0,0,0.0,0.0
11851,4,2|val,5.58,0.347046812,suv,2,m,f,4,dissel,152,131.0,white,m,1,weekend,6pm - 12am,6,649.2273292043254,0.0,0,0,0.0,0.0
11852,3,1|bld,7.07,0.181662254,mibus,4,f,c,6,dissel,230,63.0,brown,s,1,weekday,12pm - 6pm,12,646.7246473952541,0.0,0,0,0.0,0.0
11853,2,1|bld,5.15,0.063613301,stnwg,1,m,d,5,dissel,168,92.0,white,m,0,weekend,6pm - 12am,12,647.8381413296916,0.0,0,0,0.0,0.0
11854,4,2|val,6.2,0.1080168665,suv,3,m,c,5,petrol,164,85.0,black,m,1,weekend,6am - 12pm,6,650.518710147071,0.0,0,0,0.0,0.0
11855,2,1|bld,6.1000000000000005,0.4319405755,sedan,2,m,a,4,petrol,153,72.0,yellow,s,1,weekday,6am - 12pm,6,647.9183910620737,0.0,0,0,0.0,0.0
11856,1,1|bld,5.67,0.144622127,suv,2,m,c,3,petrol,198,94.0,yellow,m,0,weekday,12pm - 6pm,12,647.3222544614636,0.0,0,0,0.0,0.0
11857,3,1|bld,7.03,0.342415575,suv,4,f,b,5,petrol,180,70.0,silver,m,1,weekend,12pm - 6pm,12,641.8288204043083,0.0,0,0,0.0,0.0
11858,3,1|bld,6.640000000000001,0.387868377,ute,4,f,d,4,dissel,212,86.0,blue,m,0,weekday,12pm - 6pm,12,640.5588980184996,0.0,0,0,0.0,0.0
11859,3,1|bld,6.25,0.63333837,suv,3,m,e,5,hybrid,167,75.0,gray,s,0,weekday,6pm - 12am,12,645.5099636266208,0.0,0,0,0.0,0.0
11860,2,1|bld,6.12,0.047429807,stnwg,3,m,b,4,dissel,132,55.0,silver,s,0,weekday,12am - 6 am,6,651.1519345321606,0.0,0,0,0.0,0.0
